Molecule_ID,InChIKey,SMILES,alpha,beta,delta,gamma
CFMOL_000133,AEMFIKXNQOZZRK-INIZCTEOSA-N,C[C@H](Nc1ncnc(N)c1C#Cc1ccc(C(N)=O)cn1)c1nc2cccc(Cl)c2c(=O)n1-c1ccccc1,1000.0,550.0,100.0,100.0
CFMOL_000134,AEOPRKLLYCOWIZ-AWEZNQCLSA-N,CC(C)(c1nc(-c2cccc3[nH]ccc23)nc2c1OC[C@@H]1COCCN21)S(=O)(=O)C1CC1,3220.0,,,
CFMOL_000135,AEOPRKLLYCOWIZ-UHFFFAOYSA-N,CC(C)(c1nc(-c2cccc3[nH]ccc23)nc2c1OCC1COCCN21)S(=O)(=O)C1CC1,2400.0,,,
CFMOL_000136,AEPOITNLAPHSGR-UHFFFAOYSA-N,CCc1ncnc(-c2ccc(C(=O)N3CCN(CCO)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,84.0,,,
CFMOL_000137,AERUYLXGFLTZIW-UHFFFAOYSA-N,CCc1ncnc(N2CCC(C)(OC)CC2)c1C#Cc1ccc(N)nc1,53.0,,,
CFMOL_000138,AEVYNKVIBYMWQD-UHFFFAOYSA-N,CNC(=O)c1cnc(Nc2ccccc2C)c(NC(=O)c2c[nH]c(=O)cc2C(F)(F)F)c1,55000.0,,,
CFMOL_000139,AEWWFVHHRBDZGN-UGSOOPFHSA-N,C[C@H]1CC[C@@H](c2nc3cccc(Cl)c3c(=O)n2-c2cccnc2)N1c1ncnc(N)c1C#N,,,4.0,351.0
CFMOL_000140,AEWXDIJJSLVFGC-UHFFFAOYSA-N,COc1ncc(-c2ccc3c(c2)NC(=O)CO3)cc1NS(=O)(=O)c1ccc(F)cc1,,,300.0,
CFMOL_000141,AEXDPZXFHZHUDZ-UHFFFAOYSA-N,Cc1nn(C(C)c2nn(-c3ccc(S(C)(=O)=O)cc3)c3cc(Cl)ccc23)c2ncnc(N)c12,9494.0,589.0,6.4,10000.0
CFMOL_000142,AEZTZVXEQNZMAV-UHFFFAOYSA-N,Oc1cccc(-c2nc(N3CCOCC3)c3ncccc3n2)c1,19.0,,3.0,31.0
CFMOL_000143,AFBWDMCJTDLZBM-UHFFFAOYSA-N,Cc1cccc(NS(=O)(=O)c2ccc(C)c(-c3cnc(N)c(-c4cnn(C)c4)c3)c2)n1,,1500.0,990.0,10.0
CFMOL_000144,AFDAULPSKXLCAX-UHFFFAOYSA-N,COc1ccc(-c2cc3c(C)nc(N)nc3n(CC(C)(C)F)c2=O)cn1,30.0,,,
CFMOL_000145,AFDQDWWHHDLNAI-UHFFFAOYSA-N,CC(C)(O)c1cnc(Nc2cc(F)ccc2Cl)c(NC(=O)c2nsc3ccccc23)c1,300.0,,,
CFMOL_000146,AFEDBZIUBHABQS-UHFFFAOYSA-N,Cc1ncnc(N2CCC(CC(=O)N3CCOCC3)CC2)c1C#Cc1ccc(N)nc1,83.0,,,
CFMOL_000147,AFERABYICQULFL-UHFFFAOYSA-N,Cc1nc(N)nc2c1cc(-c1ccc(N3CCCC3)nc1)c(=O)n2C1CCCC1,88.0,,,
CFMOL_000148,AFFGWMZIGVSYLB-UHFFFAOYSA-N,Cc1ccccc1Nc1ncc(C(=O)NCc2cn(C)nc2C)cc1NC(=O)c1cc(F)cc(C(F)(F)F)c1,5500.0,,,
CFMOL_000149,AFHHRDWMKIVLGO-CVMIBEPCSA-N,CCn1ncc(-c2nc3c(O[C@H]4CCN(C(=O)NC(C)c5ccccc5)C4)ncnc3n2C)c1C,,,630.0,
CFMOL_000150,AFHUWMIWNJYBGE-UHFFFAOYSA-N,COCCOc1ccccc1-c1c(-c2ccccc2)nc(-c2ccc3c(c2)CCNC3)c2ccsc12,15000.0,,,
CFMOL_000151,AFHXUABXMQLDQY-UHFFFAOYSA-N,CCN(CC)CCn1cnc2ccc(-c3ccc4oc(N)nc4c3)cc2c1=O,10000.0,10000.0,10000.0,10000.0
CFMOL_000152,AFJZMSKHERIWHC-UHFFFAOYSA-N,COc1ncc(-c2nc(N3CCOCC3)nc3c(CN4CCN(C5CC(C)OC(C)C5)CC4)csc23)cc1NS(C)(=O)=O,,,7.1,
CFMOL_000153,AFMIHLJFMZGXFK-UHFFFAOYSA-N,Oc1cccc(-c2cc(NCCc3ccncc3)nc(N3CCOCC3)n2)c1,140.0,1600.0,,740.0
CFMOL_000154,AFOFCKBBOOXESI-UHFFFAOYSA-N,CCc1ncnc(-c2ccc(C(=O)N3CCC(N(C)C)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,347.0,,,
CFMOL_000155,AFOOTKUTFGZOMU-UHFFFAOYSA-N,Cc1nn(C(C)c2nn(-c3cccnc3)c3cc(C#N)ccc23)c2ncnc(N)c12,,,2201.0,
CFMOL_000156,AFOSBARSLLOYRV-UHFFFAOYSA-N,CC(C)(C)OC(=O)N1CCC(Cn2nc(C(=O)N3CCOCC3)c3c2-c2ccccc2S(=O)(=O)C3)CC1,495.0,495.0,495.0,495.0
CFMOL_000157,AFOYETCJPSWGEN-LBPRGKRZSA-N,C[C@H](Nc1ncnc2nc[nH]c12)c1cc2cccc(Cl)c2c(=O)n1-c1cccc(Cl)c1,,10000.0,100.0,
CFMOL_000158,AFUARVRQFCIDAJ-CYBMUJFWSA-N,C[C@@H]1COCCN1C1CN(c2cnc3ccc(-c4ccc5oc(N)nc5c4)nc3n2)C1,,,1000.0,100.0
CFMOL_000159,AFUARVRQFCIDAJ-ZDUSSCGKSA-N,C[C@H]1COCCN1C1CN(c2cnc3ccc(-c4ccc5oc(N)nc5c4)nc3n2)C1,,,10000.0,10000.0
CFMOL_000160,AFUFOYSAHFAROX-HNNXBMFYSA-N,C[C@H]1COCCN1c1nc(-c2cnc(N)cc2C(F)(F)F)nn2cc(CN3CCN(S(C)(=O)=O)CC3)cc12,50.5,,,
CFMOL_000161,AFUSQAMRMIEGIT-FQEVSTJZSA-N,CCC(=O)N1CC[C@H](Oc2ccc3c(c2)N(c2cncc(S(=O)(=O)N4CCOCC4)c2)CCO3)C1,152.0,,22.0,
CFMOL_000162,AFVKBPLUPVLQSJ-UHFFFAOYSA-N,Nc1ncc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(F)c3F)c2)cn1,1663.0,2643.0,1316.0,60.0
CFMOL_000163,AFXCIEBLRXCDNI-QMMMGPOBSA-N,C[C@H](Nc1nc(N)nc(N)c1C#N)c1nc2ccc(F)c(Cl)c2c(=O)n1-c1ccc(N)nc1,,11.0,8.0,
CFMOL_000164,AFXCLLKADVPARO-UHFFFAOYSA-N,Nc1ncc(-c2cc(OC3CN(C(=O)C4CC4)C3)cc3c2CNC3=O)cc1C(F)(F)F,2042.0,2117.0,13.0,10000.0
CFMOL_000165,AFZPBQJNXGMRHD-UHFFFAOYSA-N,COc1cccc(C(=O)Nc2cc(-c3cnn(C)c3)cnc2Nc2ccccc2C)c1,55000.0,,,
CFMOL_000166,AGCIFCZNUAIURL-PCLIKHOPSA-N,CCN(CC)CCN(/N=C/c1cnn2ccc(C#N)cc12)S(=O)(=O)c1cc([N+](=O)[O-])ccc1C,82.0,1000.0,110.0,
CFMOL_000167,AGCLEVBODSOYQI-UHFFFAOYSA-N,Cc1ccc(Nc2ncc(C(=O)NCc3cnn(C)c3)cc2NC(=O)c2csc3ccccc23)cc1,55000.0,,,
CFMOL_000168,AGEIBLLCZVGHLI-UHFFFAOYSA-N,CC(C)n1nc(-c2ccc3nccnc3c2)c2c(N)ncnc21,206.0,975.0,49.0,95.0
CFMOL_000169,AGEJZNKBSFIHNS-UHFFFAOYSA-N,COc1ncc(-c2cnc3nc(N)nc(C)c3c2)cc1NS(=O)(=O)c1cccs1,23.0,,,
CFMOL_000170,AGHMOGGRPAZCJV-UHFFFAOYSA-N,NC(=O)c1cccc(-n2nc(C(=O)N3CCOCC3)c3c2-c2ccccc2S(=O)(=O)C3)c1,957.0,957.0,957.0,957.0
CFMOL_000171,AGJFEAZWGSDOHZ-UHFFFAOYSA-N,COc1ccc2cc(-c3nn(C4CCOCC4)c4ncnc(N)c34)[nH]c2c1,500.0,,,500.0
CFMOL_000172,AGNMWGRZTIJTRN-UHFFFAOYSA-N,Cc1cccc2cc(Cn3nc(-c4cccc(O)c4)c4c(N)ncnc43)c(N3CCN(C)CC3)nc12,,,100.0,
CFMOL_000173,AGNNECORVWYOSN-UHFFFAOYSA-N,CCc1ncnc(-c2ccc(C(=O)N3CCN(CC4CCCO4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,118.0,,,
CFMOL_000174,AGNQWSRFQIXLBD-UHFFFAOYSA-N,CCNC(=O)Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1,247.5,,,814.0
CFMOL_000175,AGOBKGHEIFEQOX-UHFFFAOYSA-N,CC(=O)N1CCN(c2cc(-c3cc(-c4cnn(C(C)C)c4)c4c(N)ncnn34)ccc2F)C(=O)C1(C)C,,,1.0,
CFMOL_000176,AGOVQMAPVNSPIZ-UHFFFAOYSA-N,Nc1nc2cc(-c3cncc(S(=O)(=O)NCc4ccccc4)c3)ccn2n1,10000000.0,25118900.0,19952600.0,100.0
CFMOL_000177,AGOYGVUBBZTSDK-UHFFFAOYSA-N,COc1ncc(-c2ccc3ncnc(NCCN4CCOCC4)c3c2)cc1NS(=O)(=O)C1CC1,7.1,,,
CFMOL_000178,AGPLDYRKDIYXTM-UHFFFAOYSA-N,Cc1cc2c(cc1Nc1ncc3c(n1)n(C14CCC(O)(CC1)CC4)c(=O)n3C)OCO2,,,1000.0,
CFMOL_000179,AGRGWKOEUGLVFA-UHFFFAOYSA-N,Cc1cccc2cc(Cn3nc(-c4cc(O)cc(F)c4)c4c(N)ncnc43)n(C)c(=O)c12,,,100.0,
CFMOL_000180,AGRPXURYDIHFBO-UHFFFAOYSA-N,CC(=O)N1CCN(c2cccc(-c3cc(-c4cnc(C(C)C)n4C)c4c(N)ncnn34)c2)C(=O)C1(C)C,,,3.0,
CFMOL_000181,AGSDLKKFIVSFNC-VIFPVBQESA-N,C[C@H](Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2n1C1CC1,2500.0,30.0,1.9,144.0
CFMOL_000182,AGTGDFXNROTDAF-UHFFFAOYSA-N,CC(=O)N1CCN(c2cc(-c3cc(C(F)(F)F)c4c(N)ncnn34)ccc2C#N)CC1(C)C,,,18.0,
CFMOL_000183,AGUINAIUNUSINO-UHFFFAOYSA-N,CCS(=O)(=O)Nc1cc(-c2ccc3nc(-c4nc5ccccc5[nH]4)oc3c2)cnc1Cl,,,5000.0,250.0
CFMOL_000184,AGUQPSPLYMXJEI-UHFFFAOYSA-N,CCc1ncnc(-c2ccc(C(=O)N3CCN(CCOC)CC3)c(OC)c2)c1C#Cc1ccc(N)nc1,134.0,,,
CFMOL_000185,AGWIIQQMDMLFGY-UHFFFAOYSA-N,COc1c(OCC(O)CN2CCOCC2)ccc2c1N=C(NC(=O)c1ccc(N)nc1)N1CCN=C21,,9.37,,
CFMOL_000186,AGXPZHGTABSWBG-UHFFFAOYSA-N,Cc1ccn2c(-c3cnc(Cl)c(NS(=O)(=O)c4ccc(F)cc4)c3)cnc2c1,13.0,,,
CFMOL_000187,AGZPGVIJBUSPBO-INIZCTEOSA-N,C[C@H](NC(=O)c1cncc2cccnc12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,,,900.0,1000.0
CFMOL_000188,AGZWRHMGHQGYHA-UHFFFAOYSA-N,CC(=O)Nc1nc2cc(-c3nn(Cc4cc5cccc(C)c5c(=O)n4-c4ccccc4)c4ncnc(N)c34)ccc2o1,10000.0,100.0,100.0,100.0
CFMOL_000189,AHABJLPEMHSAAG-UHFFFAOYSA-N,CNC(=O)c1cnc(Nc2ccccc2C)c(NC(=O)c2ccnc3ccc(Br)cc23)c1,55000.0,,,
CFMOL_000190,AHAJAAGFYQHYMQ-IBGZPJMESA-N,COCCNCCN1CCC[C@H](n2nc(C(=O)N3CCOCC3)c3c2-c2ccccc2S(=O)(=O)C3)C1,34.0,34.0,34.0,34.0
CFMOL_000191,AHCKISAUHFHTRR-UHFFFAOYSA-N,COc1cccc2c1nc(C(F)F)n2-c1cc(N2CCOCC2)nc(N2CCOCC2)n1,,40.0,,
CFMOL_000192,AHCOCUWDDVRXSV-UHFFFAOYSA-N,CNC(=O)c1cnc(Nc2ccccc2C)c(NC(=O)c2csc(Cl)c2Cl)c1,55000.0,,,
CFMOL_000193,AHDTVMIQPOOGCT-UHFFFAOYSA-N,CC(NC(=O)c1c(N)nn2cccnc12)C1CC(Cl)C2C(C)NNC2C1c1ccccc1,,,500.0,100.0
CFMOL_000194,AHEBMJSPCZIQGP-UHFFFAOYSA-N,COc1c(C(C)Nc2ncnc(N)c2C(C)=N)cc(Cl)c(C)c1-c1cncc(N2CC(O)C2)c1,,10.0,10.0,
CFMOL_000195,AHEHOEAJGFMRPJ-UHFFFAOYSA-N,Cc1ccccc1Nc1ncc(C(=O)Nc2ccc3cn(C)nc3c2)cc1NC(=O)c1csc2ccccc12,100.0,,,
CFMOL_000196,AHEWAZHMPDXLCW-UHFFFAOYSA-N,Nc1ncnn2c(-c3ccncc3)cc(-c3ccnn3C3CCCCC3)c12,,,22.0,
CFMOL_000197,AHFMYWWJZZPHBU-UHFFFAOYSA-N,CCc1ncnc(-c2ccc(C(=O)N3CCN(C(C)(C)C)CC3)c(OC)c2)c1C#Cc1ccc(N)nc1,251.0,,,
CFMOL_000198,AHFRRKNLYYOBMB-UHFFFAOYSA-N,Nc1nc2cc(-c3cnc4ccc(N5CCOCC5)nc4c3)ccc2o1,,,10000.0,10000.0
CFMOL_000199,AHGCRRYIBUGURF-UHFFFAOYSA-N,Cc1nc(N)nc2ncc(-c3cnc4[nH]ccc4c3)cc12,38.0,,,
CFMOL_000200,AHHWDWSWFAEIPA-UHFFFAOYSA-N,COc1ccc(Nc2cc3c(cn2)n(C)c(=O)n3C2COC2)c(C)c1,151000.0,,,
CFMOL_000201,AHIAFMSFOPJWHU-UHFFFAOYSA-N,CC(=O)NCCNc1cc(Cl)nn2c(-c3ccc(F)c(C=O)c3)c(C)nc12,10000.0,10000.0,10000.0,10000.0
CFMOL_000202,AHJRHEGDXFFMBM-UHFFFAOYSA-N,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,,,10000.0,
CFMOL_000203,AHKAKHWMFVVTJK-JTQLQIEISA-N,C[C@H](Nc1nc(N)nc2nc[nH]c12)c1cn(-c2cccnc2)c2nccc(Cl)c12,,,1014.0,
CFMOL_000204,AHKPBNVPDXJVES-UHFFFAOYSA-N,Cc1ccccc1Nc1ncc(C(=O)N2CC(C)C2)cc1NC(=O)c1csc2ccccc12,300.0,,,
CFMOL_000205,AHNRUOPNKLYKBV-UHFFFAOYSA-N,Cc1nn(C(C)c2nn(-c3cccnc3)c3ccccc23)c2ncnc(N)c12,,,31.0,
CFMOL_000206,AHQQIZOSEMZQQQ-UHFFFAOYSA-N,Cc1cc(F)ccc1NCc1cc(C(=O)O)cc(-c2cccc(O)c2)n1,100000.0,,,42000.0
CFMOL_000207,AHQRMXFHEMSOSW-QAQDUYKDSA-N,Cc1nc(N)nc2c1cc(-c1ccc(N3CCCC3)nc1)c(=O)n2[C@H]1CC[C@H](O)CC1,19.0,,,
CFMOL_000208,AHQRMXFHEMSOSW-UHFFFAOYSA-N,Cc1nc(N)nc2c1cc(-c1ccc(N3CCCC3)nc1)c(=O)n2C1CCC(O)CC1,19.0,,,
CFMOL_000209,AHSKYQFCDLZLFK-UHFFFAOYSA-N,CCN1CCCC1CNS(=O)(=O)c1ccc(C)c(-c2cnc(N)c(-c3cc(C)no3)c2)c1,,2700.0,120.0,290.0
CFMOL_000210,AHTYSMKRSTYOJW-UHFFFAOYSA-N,CCOc1c(C(C)NC(=O)c2c(N)nn3cccnc23)cc(Cl)c2cn(CC(N)=O)nc12,,,500.0,500.0
CFMOL_000211,AHVXXMNBSSNGJJ-LBPRGKRZSA-N,CC(C)(c1nc(-c2ccc(F)c3[nH]ccc23)nc2c1OC[C@@H]1COCCN21)S(C)(=O)=O,50000.0,,,
CFMOL_000212,AHWAPVULDROPSV-LBPRGKRZSA-N,CCn1ncc(-c2nc3c(O[C@H]4CCN(C(=O)c5cn[nH]n5)C4)ncnc3n2C)c1C,,,12.0,
CFMOL_000213,AHWHGALWRKOGIW-UHFFFAOYSA-N,Cc1ccc(-n2nc(C(=O)N3CCOCC3)c3c2-c2ccccc2S(=O)(=O)C3)cc1,690.0,690.0,690.0,690.0
CFMOL_000214,AHWQQFDZXJOJLB-OZBJMMHXSA-N,COc1ncc(N2CCc3ncnc(O[C@H]4CCN(C(=O)C5CCOC(C)(C)C5)C4)c3C2)cc1C#N,2585.0,,11.0,
CFMOL_000215,AHXNJPIDPXBLBY-UHFFFAOYSA-N,CNC(=O)c1cnc(C2CCCc3ccccc32)c(NC(=O)c2cc(F)cc(C(F)(F)F)c2)c1,5500.0,,,
CFMOL_000216,AHYOFJZZXJYXBK-UHFFFAOYSA-N,C=CC(=O)N1CCN(c2ncnc3ccc(-c4cnc(OC)c(NS(=O)(=O)c5ccc(F)cn5)c4)cc23)CC1,2.8,,11.8,
CFMOL_000217,AHZDEQHQWPPABS-VMEOHVCESA-N,Cc1cc(-c2ccn3nc(N)c(C(=O)NC4CCC(N)CC4)c3n2)cc2c1C(=O)N([C@@H](C)C1CC1)C2,10000.0,,4530.0,2.0
CFMOL_000218,AHZDEQHQWPPABS-YSSFQJQWSA-N,Cc1cc(-c2ccn3nc(N)c(C(=O)N[C@H]4CC[C@H](N)CC4)c3n2)cc2c1C(=O)N([C@@H](C)C1CC1)C2,10000.0,,4530.0,2.0
CFMOL_000219,AIAQIHMLOXYLOD-UHFFFAOYSA-N,Nc1ccc(C#Cc2n[nH]c3ccccc23)cc1,1050.0,,100000.0,100000.0
CFMOL_000220,AIBOZVOKQOLPBN-UHFFFAOYSA-N,Cc1ccc(S(=O)(=O)NC23CCC(C#N)(C2)C3)cc1-c1cnc(N)c(-c2cnco2)n1,,,100.0,100.0
CFMOL_000221,AIBZRBJQPLYUQW-UHFFFAOYSA-N,Cc1ccccc1Nc1ncc(C(=O)Nc2cccnn2)cc1NC(=O)c1csc2ccccc12,750.0,,,
CFMOL_000222,AICHVRUESJLOEC-UHFFFAOYSA-N,O=C(Nc1ccc(Cl)cc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1,19.5,,,219.5
CFMOL_000223,AICMEPHIKCWYDQ-GASCZTMLSA-N,COc1ccc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@@H](OCC(N)=O)CC3)c2=O)cn1,3.87,,,
CFMOL_000224,AICMEPHIKCWYDQ-SHTZXODSSA-N,COc1ccc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@H](OCC(N)=O)CC3)c2=O)cn1,5.79,,,
CFMOL_000225,AICMEPHIKCWYDQ-UHFFFAOYSA-N,COc1ccc(-c2cc3c(C)nc(N)nc3n(C3CCC(OCC(N)=O)CC3)c2=O)cn1,3.87,,,
CFMOL_000226,AICUMEFERAKQDF-KRWDZBQOSA-N,CNS(=O)(=O)c1cc(-c2sc(Nc3cccc(N4CCOCC4=O)n3)nc2C)cc2c1C(=O)N([C@@H](C)C(C)(C)C)C2,485.0,10424.0,8.9,1.4
CFMOL_000227,AICWMCPOTNFKFU-KIYNQFGBSA-N,CC(NC(=O)c1c(N)nn2cccnc12)c1cc(Cl)c2cn[nH]c2c1N1CC[C@H](NS(C)(=O)=O)C1,,,100.0,100.0
CFMOL_000228,AICWMCPOTNFKFU-PIJUOVFKSA-N,CC(NC(=O)c1c(N)nn2cccnc12)c1cc(Cl)c2cn[nH]c2c1N1CC[C@@H](NS(C)(=O)=O)C1,,,100.0,100.0
CFMOL_000229,AIDMXXRYUDRZOV-UHFFFAOYSA-N,CCc1ncnc(N2CCC(O)(C(F)(F)F)CC2)c1C#Cc1ccc(N)nc1,53.0,,,
CFMOL_000230,AIEZAQLQTGRIBK-UHFFFAOYSA-N,Nc1ncc(-c2cc(N3CCOCC3)cc(S(=O)(=O)Cc3ccc(NS(N)(=O)=O)cc3)c2)cn1,480.0,,,
CFMOL_000231,AIFOBPZFPHKWPN-KRWDZBQOSA-N,C[C@H](Nc1nc(N)nc(N)c1C#N)c1nc2cccc(CCCN3CCC(F)(F)C3)c2c(=O)n1-c1ccccc1,,,2.0,
CFMOL_000232,AIGFOPFAAUPUNO-OALUTQOASA-N,CNC(=O)c1cccc(N2C[C@@H]3C[C@H]2CN3c2nc(-c3cnn(C)c3)ncc2C#N)c1,,,97.0,
CFMOL_000233,AIGSGJXYLHDMBA-UHFFFAOYSA-N,COc1ccc(C(=O)NNC(=O)c2cc3nc(-c4cnc(N)nc4)nc(N4CCOCC4)c3s2)cc1,0.46,55.0,32.0,13.0
CFMOL_000234,AIGWTZNVNIYEJA-JOCHJYFZSA-N,C[C@@](O)(c1ccc(Cl)cc1)C(F)(F)CNC(=O)c1c(Cl)ccc(-c2ccn3nc(N)nc3c2)c1F,,,15000.0,
CFMOL_000235,AIGWTZNVNIYEJA-QFIPXVFZSA-N,C[C@](O)(c1ccc(Cl)cc1)C(F)(F)CNC(=O)c1c(Cl)ccc(-c2ccn3nc(N)nc3c2)c1F,,,15000.0,
CFMOL_000236,AIHBQUXFVGOJCD-UHFFFAOYSA-N,Cc1ccc(S(=O)(=O)N2CCN(C)C(=O)C2)cc1-c1cnc2c(N)ncnn12,,,100.0,100.0
CFMOL_000237,AIIQPPPATMOAOV-UHFFFAOYSA-N,Nc1cc(NC(=O)c2cc(F)cc(C(F)(F)F)c2)c2c3c1CCN3C(=O)NC2c1cc(Cl)ccc1C(F)(F)F,250.0,,,
CFMOL_000238,AIJMGQDXUVKDIN-UHFFFAOYSA-N,Cc1ccc(C(O)(C(N)=O)C(F)(F)F)cc1-c1cnc2c(N)nc(C(F)(F)F)cn12,,,100.0,100.0
CFMOL_000239,AIJMYXQIMTYOJP-UHFFFAOYSA-N,COc1ccccc1-n1c(Cn2nc(-c3cccc(O)c3)c3c(N)ncnc32)cc2cccc(C)c2c1=O,10000.0,10000.0,100.0,100.0
CFMOL_000240,AIKJBINJGKQOJL-UHFFFAOYSA-N,COc1nc(-c2ccc(NC(=O)Nc3ccc(C(=O)NCCCCCC(=O)Nc4ccccc4N)cc3)cc2)nc(N2CCOCC2)n1,20.0,29.5,205.7,95.0
CFMOL_000241,AIKUOSAVQARSTM-AAEUAGOBSA-N,Cc1nn([C@@H](C)c2cc(Cl)c(C#N)c3c2O[C@@H](C)CN(CCO)C3)c2ncnc(N)c12,,,300.0,
CFMOL_000242,AIKUOSAVQARSTM-DGCLKSJQSA-N,Cc1nn([C@H](C)c2cc(Cl)c(C#N)c3c2O[C@H](C)CN(CCO)C3)c2ncnc(N)c12,,,300.0,
CFMOL_000243,AIKUOSAVQARSTM-WCQYABFASA-N,Cc1nn([C@H](C)c2cc(Cl)c(C#N)c3c2O[C@@H](C)CN(CCO)C3)c2ncnc(N)c12,,,100.0,
CFMOL_000244,AIKUOSAVQARSTM-YPMHNXCESA-N,Cc1nn([C@@H](C)c2cc(Cl)c(C#N)c3c2O[C@H](C)CN(CCO)C3)c2ncnc(N)c12,,,100.0,
CFMOL_000245,AIMKXSTYOWFMRW-UHFFFAOYSA-N,Cc1ccc(C(C)C(F)(F)F)cc1-c1cnc2c(N)nc(-c3cnn(C)c3)cn12,,,100.0,100.0
CFMOL_000246,AINIBIDPBURRQT-FQEVSTJZSA-N,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN4CCC[C@H]4C3)c(F)c2)c1C#Cc1ccc(NC)nc1,581.0,,,
CFMOL_000247,AIOKRZZFNZIMBU-UHFFFAOYSA-N,Cc1ccc(C(O)(C(N)=O)C(F)(F)F)cc1-c1cnc(N)c(C#CC2(C)CCOCC2)n1,,,100.0,100.0
CFMOL_000248,AIPICQLHLRIESB-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(S(=O)(=O)N2CCN(c3nc(NCCN4CCOCC4)nc(N4CCOCC4)n3)CC2)cc1,33.56,,,
CFMOL_000249,AIRRGIHEUMGGDO-SFHVURJKSA-N,COc1ncc(N2CCOc3ccc(O[C@H]4CCN(C(=O)c5cncnc5)C4)cc32)cc1F,1374.0,,162.0,
CFMOL_000250,AITCTTZAGVCGDC-UHFFFAOYSA-N,CC1(C)C(=O)N(c2cccc(-c3cc(Cl)c4c(N)ncnn34)c2)CCN1C(=O)CCNS(C)(=O)=O,,,2.0,
CFMOL_000251,AITNTVVJBPEKEM-UHFFFAOYSA-N,CC(=O)N1C(C(C)C)CN(c2cccc(-c3cc(-c4ccnn4C4CCOCC4)c4c(N)ncnn34)c2)CC1C1CC1,,,4.0,
CFMOL_000252,AIUJZPOHOJAKBW-UHFFFAOYSA-N,CN(C)CC(=O)Nc1cccc2c1nc(C(F)F)n2-c1nc(N2CCOCC2)nc(N2CCOCC2)n1,379.0,1040.0,99.0,
CFMOL_000253,AIVHDWVTNMVZBO-UHFFFAOYSA-N,Cc1cc(C(C)Nc2ccccc2C(=O)O)c2oc(N3CC4CC(C4)C3)cc(=O)c2c1,500.0,,,
CFMOL_000254,AIWDDTANYCFAGR-INIZCTEOSA-N,COc1cc(-c2cc3c(N[C@H]4CCN(C(=O)C5CCCC5)C4)ncnc3s2)cnc1OC,483.0,,8.5,
CFMOL_000255,AIWJVLQNYNCDSL-UHFFFAOYSA-N,CN(C)Cc1ccc(-c2cnn3c(-c4cccc(NC(=O)c5cccc(C(F)(F)F)c5)c4)ccnc23)cc1,2000.0,,,
CFMOL_000256,AIXJRQWFLUPULB-UHFFFAOYSA-N,COc1ncc(-c2cc(OCCCCCCCC(=O)NO)c3ncnc(C)c3c2)cc1F,54.0,,,
CFMOL_000257,AIZZNZJPGXQXCX-UHFFFAOYSA-N,CCc1ncnc(N2CCCCC2)c1C#Cc1ccc(NC)nc1,214.0,,,
CFMOL_000258,AJBJWKYNSGDTGY-AWEZNQCLSA-N,CN(C)[C@H]1CCN(C(=O)c2nc3c(N4CCOCC4)nc(-c4cnn(C)c4)nc3[nH]2)C1,,,76.0,
CFMOL_000259,AJBRRCISJUTULW-GOSISDBHSA-N,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N[C@@H]1CCCN(Cc2cnn3ccc(C#N)cc23)C1,1000.0,1000.0,1000.0,
CFMOL_000260,AJBRRCISJUTULW-SFHVURJKSA-N,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N[C@H]1CCCN(Cc2cnn3ccc(C#N)cc23)C1,1000.0,1000.0,1000.0,
CFMOL_000261,AJDRLJAXQGBOAM-UHFFFAOYSA-N,O=C(Nc1cccc(-n2nc(C(=O)N3CCOCC3)c3c2-c2ccccc2S(=O)(=O)C3)c1)N1CCOCC1,3587.0,3587.0,3587.0,3587.0
CFMOL_000262,AJDTUMSLNLOHLD-LBPRGKRZSA-N,C[C@H](Nc1ncnc(N)c1C#N)c1nc2cccc(Cl)c2c(=O)n1C1CCN(C)CC1,,,68000.0,10000000.0
CFMOL_000263,AJFLVKVDUNNCQS-UHFFFAOYSA-N,Cc1ccc(C(O)(C(C)(C)O)C(F)(F)F)cc1-c1cnc(N)c(C(=O)NC2CCOCC2)n1,,,500.0,100.0
CFMOL_000264,AJFNMVDOTHBCMX-UHFFFAOYSA-N,O=c1ncn(Cc2ccsc2Cl)c2nc(N3CCOCC3)sc12,3200.0,790.0,2500.0,4000.0
CFMOL_000265,AJHSJKHMZZNATQ-UHFFFAOYSA-N,COc1ncc(-c2cc(OCCCCN(C)c3ncc(C(=O)NO)cn3)c3ncnc(C)c3c2)cc1F,48.0,,,
